ticket_id,employee_id,category,priority,status,engineer_id,created_at,assigned_at,resolved_at,resolution_notes
T0450,E038,Hardware,High,In Progress,IT004,2026-07-01 07:41:00,2026-07-01 11:41:00,,
T0451,E034,Access,Medium,Resolved,IT001,2026-01-19 04:57:00,2026-01-19 05:57:00,2026-01-20 17:57:00,User permission updated
T0452,E041,Access,Low,Open,IT004,2026-08-01 08:23:00,2026-08-01 11:23:00,,
T0453,E005,Software,Medium,Resolved,IT003,2026-07-20 01:24:00,2026-07-20 03:24:00,2026-07-20 12:24:00,Application reinstalled
T0454,E030,Network,Medium,Resolved,IT005,2026-03-26 00:54:00,2026-03-26 04:54:00,2026-03-26 12:54:00,Internet connectivity restored
T0455,E021,Access,Medium,Resolved,IT001,2026-06-09 06:35:00,2026-06-09 07:35:00,2026-06-10 00:35:00,Account unlocked
T0456,E009,Access,High,Open,IT001,2026-01-07 01:04:00,2026-01-07 01:04:00,,
T0457,E011,Access,Critical,Open,IT002,2026-07-03 05:27:00,2026-07-03 05:27:00,,
T0458,E036,Network,Medium,In Progress,IT005,2026-06-18 03:24:00,2026-06-18 03:24:00,,
T0459,E044,Software,High,In Progress,IT005,2026-01-29 01:36:00,2026-01-29 05:36:00,,
T0460,E020,Network,High,Resolved,IT002,2026-08-04 02:41:00,2026-08-04 06:41:00,2026-08-05 04:41:00,Network adapter restarted
T0461,E045,Network,Critical,Resolved,IT004,2026-07-25 04:48:00,2026-07-25 04:48:00,2026-07-26 09:48:00,Internet connectivity restored
T0462,E021,Access,High,Open,IT001,2026-02-09 06:07:00,2026-02-09 09:07:00,,
T0463,E020,Hardware,Medium,Resolved,IT005,2026-05-20 01:49:00,2026-05-20 02:49:00,2026-05-20 08:49:00,Hardware component replaced
T0464,E015,Hardware,High,Resolved,IT001,2026-04-06 02:02:00,2026-04-06 03:02:00,2026-04-06 09:02:00,Monitor cable replaced
T0465,E012,Hardware,Critical,In Progress,IT003,2026-02-15 07:36:00,2026-02-15 09:36:00,,
T0466,E009,Hardware,Medium,In Progress,IT003,2026-07-19 01:26:00,2026-07-19 03:26:00,,
T0467,E039,Software,Low,Resolved,IT003,2026-08-10 07:23:00,2026-08-10 08:23:00,2026-08-10 17:23:00,Application reinstalled
T0468,E018,Network,High,Resolved,IT001,2026-07-19 01:40:00,2026-07-19 01:40:00,2026-07-20 05:40:00,VPN configuration fixed
T0469,E018,Access,High,Resolved,IT002,2026-03-23 04:21:00,2026-03-23 07:21:00,2026-03-24 00:21:00,User permission updated
T0470,E010,Network,Medium,In Progress,IT005,2026-07-21 05:45:00,2026-07-21 09:45:00,,
T0471,E042,Access,Medium,Open,IT001,2026-04-10 01:50:00,2026-04-10 05:50:00,,
T0472,E041,Hardware,High,In Progress,IT001,2026-06-15 02:48:00,2026-06-15 06:48:00,,
T0473,E050,Network,Low,Resolved,IT005,2026-08-23 02:08:00,2026-08-23 05:08:00,2026-08-24 21:08:00,Wi-Fi connection fixed
T0474,E012,Access,Critical,Resolved,IT005,2026-08-06 05:14:00,2026-08-06 06:14:00,2026-08-07 04:14:00,Account unlocked
T0475,E036,Hardware,Low,In Progress,IT005,2026-01-05 00:48:00,2026-01-05 03:48:00,,
T0476,E032,Hardware,Medium,Resolved,IT001,2026-07-13 07:39:00,2026-07-13 11:39:00,2026-07-14 10:39:00,Laptop issue fixed
T0477,E049,Network,Critical,Resolved,IT002,2026-03-13 00:37:00,2026-03-13 02:37:00,2026-03-14 03:37:00,Network adapter restarted
T0478,E025,Network,Low,Resolved,IT001,2026-08-10 06:41:00,2026-08-10 10:41:00,2026-08-10 13:41:00,Network adapter restarted
T0479,E036,Hardware,Critical,Resolved,IT003,2026-07-16 05:53:00,2026-07-16 08:53:00,2026-07-16 11:53:00,Monitor cable replaced
T0480,E012,Network,Medium,Resolved,IT005,2026-02-11 02:55:00,2026-02-11 02:55:00,2026-02-11 05:55:00,Wi-Fi connection fixed
T0481,E023,Access,Critical,In Progress,IT001,2026-04-28 07:08:00,2026-04-28 07:08:00,,
T0482,E024,Access,Critical,In Progress,IT002,2026-08-29 04:36:00,2026-08-29 06:36:00,,
T0483,E023,Hardware,Low,Resolved,IT001,2026-05-04 07:19:00,2026-05-04 09:19:00,2026-05-06 07:19:00,Monitor cable replaced
T0484,E034,Software,Low,Open,IT002,2026-06-17 00:22:00,2026-06-17 01:22:00,,
T0485,E010,Access,High,Resolved,IT001,2026-01-03 01:00:00,2026-01-03 05:00:00,2026-01-03 15:00:00,Access restored
T0486,E015,Network,Medium,Resolved,IT002,2026-08-23 02:19:00,2026-08-23 04:19:00,2026-08-25 01:19:00,Network adapter restarted
T0487,E018,Network,Medium,In Progress,IT001,2026-02-14 02:18:00,2026-02-14 02:18:00,,
T0488,E023,Software,High,Open,IT004,2026-07-16 02:05:00,2026-07-16 03:05:00,,
T0489,E046,Software,Medium,Resolved,IT002,2026-01-03 03:06:00,2026-01-03 06:06:00,2026-01-04 19:06:00,Application issue resolved
T0490,E002,Software,Medium,In Progress,IT004,2026-08-26 05:45:00,2026-08-26 05:45:00,,
T0491,E008,Network,Medium,Open,IT001,2026-04-01 04:39:00,2026-04-01 06:39:00,,
T0492,E033,Network,Critical,Open,IT004,2026-02-06 03:11:00,2026-02-06 04:11:00,,
T0493,E033,Hardware,Medium,Resolved,IT001,2026-04-04 04:14:00,2026-04-04 05:14:00,2026-04-05 01:14:00,Monitor cable replaced
T0494,E006,Access,High,Open,IT004,2026-06-23 00:15:00,2026-06-23 01:15:00,,
T0495,E004,Network,Critical,Resolved,IT004,2026-06-25 04:08:00,2026-06-25 07:08:00,2026-06-25 10:08:00,Wi-Fi connection fixed
T0496,E037,Network,High,Resolved,IT002,2026-03-23 03:37:00,2026-03-23 04:37:00,2026-03-25 02:37:00,Internet connectivity restored
T0497,E023,Software,Low,Open,IT005,2026-08-22 00:10:00,2026-08-22 04:10:00,,
T0498,E013,Hardware,Medium,Resolved,IT001,2026-07-31 01:12:00,2026-07-31 05:12:00,2026-07-31 11:12:00,Hardware component replaced
T0499,E026,Access,Low,Resolved,IT004,2026-08-11 06:04:00,2026-08-11 10:04:00,2026-08-12 19:04:00,Account unlocked
T0500,E049,Software,High,Resolved,IT004,2026-05-11 07:57:00,2026-05-11 09:57:00,2026-05-12 09:57:00,Outlook repaired
